Country,Economy (GDP per Capita),Family,Freedom,Generosity,Happiness Rank,Happiness Score,Health (Life Expectancy),Region,Trust (Government Corruption),Year
Libya,1.0668799999999998,0.95076,0.40671999999999997,0.17087,67,5.615,0.52304,Middle East and Northern Africa,0.10339000000000001,2016
Latvia,1.2178799999999999,0.95025,0.27996,0.17445,68,5.56,0.63952,Central and Eastern Europe,0.0889,2016
Cyprus,1.31857,0.70697,0.29507,0.27906,69,5.546,0.8488,Western Europe,0.05227999999999999,2016
Paraguay,0.8937299999999999,1.11111,0.46235,0.25296,70,5.537999999999999,0.58295,Latin America and Caribbean,0.07396,2016
Romania,1.1697,0.7280300000000001,0.36712,0.12889,71,5.528,0.67602,Central and Eastern Europe,0.006790000000000001,2016
Estonia,1.2796399999999999,1.0516299999999998,0.41511000000000003,0.08423,72,5.517,0.68098,Central and Eastern Europe,0.18519000000000002,2016
Jamaica,0.89333,0.96372,0.43596999999999997,0.22245,73,5.51,0.5946899999999999,Latin America and Caribbean,0.04294,2016
Croatia,1.18649,0.6080899999999999,0.23906999999999998,0.18434,74,5.4879999999999995,0.70524,Central and Eastern Europe,0.04002,2016
Hong Kong,1.5107,0.87021,0.48078999999999994,0.40097,75,5.457999999999999,0.9527700000000001,Eastern Asia,0.31647,2016
Somalia,0.0,0.33613000000000004,0.5677800000000001,0.27225,76,5.44,0.11465999999999998,Sub-Saharan Africa,0.3118,2016
Kosovo,0.90145,0.66062,0.14396,0.27992,77,5.401,0.54,Central and Eastern Europe,0.06547,2016
Turkey,1.1649200000000002,0.8771700000000001,0.23889000000000002,0.04707,78,5.388999999999999,0.64718,Middle East and Northern Africa,0.12347999999999999,2016
Indonesia,0.95104,0.87625,0.39237,0.56521,79,5.314,0.49373999999999996,Southeastern Asia,0.00322,2016
Jordan,0.9967299999999999,0.86216,0.36023,0.14262,80,5.303,0.60712,Middle East and Northern Africa,0.13297,2016
Azerbaijan,1.12373,0.76042,0.35327,0.0564,81,5.291,0.54504,Central and Eastern Europe,0.17914000000000002,2016
Philippines,0.81217,0.87877,0.5485399999999999,0.21674000000000002,82,5.279,0.47036000000000006,Southeastern Asia,0.11757000000000001,2016
China,1.0278,0.79381,0.44011999999999996,0.049589999999999995,83,5.245,0.73561,Eastern Asia,0.02745,2016
Bhutan,0.8527,0.9083600000000001,0.46074,0.48546000000000006,84,5.196000000000001,0.49759,Southern Asia,0.1616,2016
Kyrgyzstan,0.5604399999999999,0.95434,0.40212,0.38432,85,5.185,0.5544899999999999,Central and Eastern Europe,0.047619999999999996,2016
Serbia,1.03437,0.81329,0.15718,0.20736999999999997,86,5.1770000000000005,0.6458,Central and Eastern Europe,0.04339,2016
Bosnia and Herzegovina,0.9338299999999999,0.64367,0.09511,0.29889,87,5.162999999999999,0.7076600000000001,Central and Eastern Europe,0.0,2016
Montenegro,1.07838,0.74173,0.15111,0.17190999999999998,88,5.1610000000000005,0.6353300000000001,Central and Eastern Europe,0.12721,2016
Dominican Republic,1.02787,0.9949600000000001,0.52259,0.21286,89,5.155,0.5766899999999999,Latin America and Caribbean,0.12372000000000001,2016
Morocco,0.8405799999999999,0.38595,0.25645999999999997,0.040530000000000004,90,5.151,0.5947100000000001,Middle East and Northern Africa,0.08404,2016
Hungary,1.24142,0.9316399999999999,0.1977,0.099,91,5.145,0.67608,Central and Eastern Europe,0.044719999999999996,2016
Pakistan,0.68816,0.26135,0.14622000000000002,0.31185,92,5.132000000000001,0.40306,Southern Asia,0.1388,2016
Lebanon,1.12268,0.64184,0.26228,0.23693000000000003,93,5.129,0.76171,Middle East and Northern Africa,0.030610000000000002,2016
Portugal,1.27607,0.9436700000000001,0.44727,0.11690999999999999,94,5.122999999999999,0.7936300000000001,Western Europe,0.01521,2016
Macedonia,1.0193,0.78236,0.27668000000000004,0.23506999999999997,95,5.121,0.6473800000000001,Central and Eastern Europe,0.07047,2016
Vietnam,0.74037,0.7911699999999999,0.5595399999999999,0.25075,96,5.061,0.66157,Southeastern Asia,0.11556,2016
Somaliland Region,0.25558000000000003,0.75862,0.3913,0.51479,97,5.0569999999999995,0.33108000000000004,Sub-Saharan Africa,0.36794,2016
Tunisia,0.97724,0.43165,0.23553000000000002,0.03936,98,5.045,0.59577,Middle East and Northern Africa,0.0817,2016
Greece,1.24886,0.75473,0.05822000000000001,0.0,99,5.033,0.80029,Western Europe,0.04127,2016
Tajikistan,0.48835,0.75602,0.43408,0.25998000000000004,100,4.996,0.5311899999999999,Central and Eastern Europe,0.13509000000000002,2016
Mongolia,0.9885299999999999,1.0898299999999999,0.35972,0.34539000000000003,101,4.907,0.55469,Eastern Asia,0.03285,2016
Laos,0.68042,0.5497,0.52168,0.43078999999999995,102,4.876,0.38291,Southeastern Asia,0.22423,2016
Nigeria,0.75216,0.64498,0.27854,0.23219,103,4.875,0.05108,Sub-Saharan Africa,0.0305,2016
Honduras,0.69429,0.7559600000000001,0.26755,0.2044,104,4.871,0.5838300000000001,Latin America and Caribbean,0.06906,2016
Iran,1.11758,0.38856999999999997,0.22544,0.38538,105,4.813,0.64232,Middle East and Northern Africa,0.0557,2016
Zambia,0.61202,0.6376,0.42662,0.17865999999999999,106,4.795,0.23573000000000002,Sub-Saharan Africa,0.11479,2016
Nepal,0.44626000000000005,0.69699,0.37012,0.3816,107,4.793,0.50073,Southern Asia,0.07007999999999999,2016
Palestinian Territories,0.67024,0.71629,0.17744000000000001,0.11154000000000001,108,4.754,0.56844,Middle East and Northern Africa,0.10613,2016
Albania,0.9553,0.50163,0.31866,0.1684,109,4.655,0.73007,Central and Eastern Europe,0.05301,2016
Bangladesh,0.54177,0.24749000000000002,0.39778,0.19132000000000002,110,4.643,0.52989,Southern Asia,0.12583,2016
Sierra Leone,0.36485,0.628,0.30685,0.23897,111,4.635,0.0,Sub-Saharan Africa,0.08196,2016
Iraq,1.07474,0.59205,0.24856,0.19589,112,4.575,0.51076,Middle East and Northern Africa,0.13635999999999998,2016
Namibia,0.9328700000000001,0.70362,0.48613999999999996,0.07795,113,4.574,0.34745,Sub-Saharan Africa,0.10397999999999999,2016
Cameroon,0.5249699999999999,0.62542,0.42736,0.2268,114,4.513,0.12697999999999998,Sub-Saharan Africa,0.06126,2016
Ethiopia,0.29283000000000003,0.37932,0.36703,0.29522,115,4.508,0.34578000000000003,Sub-Saharan Africa,0.1717,2016
South Africa,1.02416,0.9605299999999999,0.42483000000000004,0.13656,116,4.459,0.18611,Sub-Saharan Africa,0.08415,2016
Sri Lanka,0.9731799999999999,0.84783,0.50817,0.46978000000000003,117,4.415,0.62007,Southern Asia,0.07964,2016
India,0.74036,0.29247,0.40285,0.25028,118,4.404,0.45091000000000003,Southern Asia,0.08722,2016
Myanmar,0.34112,0.69981,0.42691999999999997,0.81971,119,4.395,0.3988,Southeastern Asia,0.20243,2016
Egypt,0.95395,0.49813,0.18847,0.12705999999999998,120,4.362,0.5211600000000001,Middle East and Northern Africa,0.10393,2016
Armenia,0.8608600000000001,0.6247699999999999,0.14037,0.07793,121,4.36,0.64083,Central and Eastern Europe,0.036160000000000005,2016
Kenya,0.52267,0.7624,0.40576,0.41328000000000004,122,4.356,0.30146999999999996,Sub-Saharan Africa,0.06686,2016
Ukraine,0.87287,1.01413,0.12859,0.20363,123,4.324,0.58628,Central and Eastern Europe,0.01829,2016
Ghana,0.63107,0.49353,0.40973000000000004,0.21203000000000002,124,4.276,0.29681,Sub-Saharan Africa,0.0326,2016
Congo (Kinshasa),0.05661,0.80676,0.15602,0.25458000000000003,125,4.272,0.188,Sub-Saharan Africa,0.06075,2016
Georgia,0.8379200000000001,0.19249000000000002,0.32461,0.06786,126,4.252,0.64035,Central and Eastern Europe,0.3188,2016
Congo (Brazzaville),0.7710899999999999,0.47798999999999997,0.37938,0.12077,127,4.236000000000001,0.28212,Sub-Saharan Africa,0.09752999999999999,2016
Senegal,0.44314,0.7741600000000001,0.31056,0.19103,128,4.218999999999999,0.40457,Sub-Saharan Africa,0.11681,2016
Bulgaria,1.11306,0.92542,0.21219000000000002,0.12793,129,4.217,0.67806,Central and Eastern Europe,0.00615,2016
Mauritania,0.6139100000000001,0.8414200000000001,0.1268,0.22685999999999998,130,4.2010000000000005,0.28639000000000003,Sub-Saharan Africa,0.17955,2016
Zimbabwe,0.35041,0.71478,0.25429,0.18503,131,4.1930000000000005,0.1595,Sub-Saharan Africa,0.08582000000000001,2016
Malawi,0.08709,0.147,0.4143,0.30968,132,4.156000000000001,0.29364,Sub-Saharan Africa,0.07564,2016
Sudan,0.63069,0.8192799999999999,0.0,0.18077000000000001,133,4.138999999999999,0.29759,Sub-Saharan Africa,0.10039,2016
Gabon,1.15851,0.72368,0.28098,0.062439999999999996,134,4.121,0.3494,Sub-Saharan Africa,0.09314,2016
Mali,0.31292,0.8633299999999999,0.27544,0.21064000000000002,135,4.073,0.16347,Sub-Saharan Africa,0.13647,2016
Haiti,0.34097,0.29561,0.12072000000000001,0.47958,136,4.0280000000000005,0.27494,Latin America and Caribbean,0.14476,2016
Botswana,1.09426,0.89186,0.44088999999999995,0.12425,137,3.9739999999999998,0.34752,Sub-Saharan Africa,0.10769000000000001,2016
Comoros,0.27509,0.60323,0.15412,0.1827,138,3.9560000000000004,0.29980999999999997,Sub-Saharan Africa,0.18437,2016
Ivory Coast,0.55507,0.57576,0.40663,0.20338,139,3.9160000000000004,0.04476,Sub-Saharan Africa,0.1553,2016
Cambodia,0.55604,0.5375,0.5885199999999999,0.40339,140,3.907,0.42494,Southeastern Asia,0.08092,2016
Angola,0.84731,0.66366,0.00589,0.12070999999999998,141,3.866,0.04991,Sub-Saharan Africa,0.08434,2016
Niger,0.1327,0.6053,0.38040999999999997,0.2097,142,3.8560000000000003,0.26161999999999996,Sub-Saharan Africa,0.17176,2016
South Sudan,0.39394,0.18519000000000002,0.19662000000000002,0.25899,143,3.832,0.15780999999999998,Sub-Saharan Africa,0.13015,2016
Chad,0.42213999999999996,0.63178,0.12807000000000002,0.18667,144,3.763,0.038239999999999996,Sub-Saharan Africa,0.04952,2016
Burkina Faso,0.31995,0.63054,0.3337,0.24353000000000002,145,3.739,0.21297,Sub-Saharan Africa,0.12533,2016
Uganda,0.34719,0.90981,0.43653000000000003,0.27102,145,3.739,0.19625,Sub-Saharan Africa,0.06442,2016
Yemen,0.57939,0.47493,0.2287,0.09821,147,3.7239999999999998,0.31048000000000003,Middle East and Northern Africa,0.05892000000000001,2016
Madagascar,0.27954,0.46115,0.13684000000000002,0.2204,148,3.695,0.37109000000000003,Sub-Saharan Africa,0.07506,2016
Tanzania,0.47155,0.77623,0.3176,0.31472,149,3.6660000000000004,0.35700000000000004,Sub-Saharan Africa,0.05099,2016
Liberia,0.10705999999999999,0.50353,0.25748000000000004,0.24063,150,3.622,0.23165,Sub-Saharan Africa,0.04852,2016
Guinea,0.22415,0.3109,0.30953,0.29914,151,3.6069999999999998,0.18829,Sub-Saharan Africa,0.1192,2016
Rwanda,0.32846,0.6158600000000001,0.5432,0.23551999999999998,152,3.515,0.31865,Sub-Saharan Africa,0.50521,2016
Benin,0.39499,0.10419,0.39747,0.2018,153,3.484,0.21028000000000002,Sub-Saharan Africa,0.06681000000000001,2016
Afghanistan,0.38227,0.11037000000000001,0.1643,0.31268,154,3.36,0.17344,Southern Asia,0.07112,2016
Togo,0.28123000000000004,0.0,0.34678000000000003,0.17517,155,3.303,0.24811,Sub-Saharan Africa,0.11587,2016
Syria,0.7471899999999999,0.14866,0.06912,0.48396999999999996,156,3.069,0.6299399999999999,Middle East and Northern Africa,0.17232999999999998,2016
Burundi,0.06831,0.23442,0.0432,0.2029,157,2.905,0.15747,Sub-Saharan Africa,0.09419,2016
Norway,1.6164631843566901,1.53352355957031,0.635422587394714,0.36201223731041,1,7.537000179290769,0.796666502952576,Western Europe,0.31596383452415505,2017
Denmark,1.48238301277161,1.55112159252167,0.626006722450256,0.3552804887294771,2,7.52199983596802,0.7925655245780941,Western Europe,0.40077006816863997,2017
Iceland,1.480633020401,1.6105740070343,0.6271626353263849,0.47554022073745705,3,7.50400018692017,0.8335521221160892,Western Europe,0.15352655947208402,2017
Switzerland,1.5649795532226598,1.51691174507141,0.620070576667786,0.29054927825927696,4,7.49399995803833,0.858131289482117,Western Europe,0.36700728535652205,2017
Finland,1.44357192516327,1.5402467250824,0.6179508566856379,0.24548277258873,5,7.468999862670901,0.80915766954422,Western Europe,0.38261154294014,2017
Netherlands,1.50394463539124,1.42893922328949,0.5853844881057739,0.47048982977867104,6,7.3769998550415,0.8106961250305179,Western Europe,0.282661825418472,2017
Canada,1.47920441627502,1.48134899139404,0.611100912094116,0.435539722442627,7,7.31599998474121,0.83455765247345,North America,0.287371516227722,2017
New Zealand,1.40570604801178,1.54819512367249,0.6140621304512021,0.500005125999451,8,7.31400012969971,0.816759705543518,Australia and New Zealand,0.38281670212745705,2017
Sweden,1.49438726902008,1.47816216945648,0.612924098968506,0.38539925217628496,9,7.28399991989136,0.830875158309937,Western Europe,0.384398728609085,2017
Australia,1.4844149351120002,1.5100419521331798,0.601607382297516,0.47769924998283403,10,7.28399991989136,0.84388679265976,Australia and New Zealand,0.301183730363846,2017
Israel,1.3753824234008798,1.37628996372223,0.40598860383033797,0.330082654953003,11,7.212999820709231,0.83840399980545,Middle East and Northern Africa,0.0852421000599861,2017
Costa Rica,1.10970628261566,1.4164036512374898,0.580131649971008,0.21461322903633104,12,7.0789999961853,0.7595092654228209,Latin America and Caribbean,0.100106589496136,2017
Austria,1.4870972633361799,1.4599449634552,0.567766189575195,0.316472321748734,13,7.00600004196167,0.8153284192085269,Western Europe,0.22106036543846105,2017
United States,1.54625928401947,1.4199205636978103,0.505740523338318,0.392578780651093,14,6.993000030517581,0.7742866277694699,North America,0.135638788342476,2017
Ireland,1.5357066392898602,1.5582311153411899,0.5731103420257571,0.42785832285881,15,6.9770002365112305,0.8097826242446899,Western Europe,0.29838815331459007,2017
Germany,1.48792338371277,1.47252035140991,0.562511384487152,0.33626917004585305,16,6.9510002136230495,0.798950731754303,Western Europe,0.276731938123703,2017
Belgium,1.4637807607650801,1.4623126983642598,0.5397707223892211,0.23150333762168898,17,6.89099979400635,0.8180918693542479,Western Europe,0.251343131065369,2017
Luxembourg,1.74194359779358,1.45758366584778,0.59662789106369,0.283180981874466,18,6.86299991607666,0.845089495182037,Western Europe,0.31883442401886,2017
United Kingdom,1.44163393974304,1.4964600801467902,0.508190035820007,0.492774158716202,19,6.71400022506714,0.805335938930511,Western Europe,0.265428066253662,2017
Chile,1.25278460979462,1.28402495384216,0.376895278692245,0.3266624212265011,20,6.65199995040894,0.8194797039031979,Latin America and Caribbean,0.0822879821062088,2017
United Arab Emirates,1.6263433694839498,1.2664102315902699,0.60834527015686,0.3609419465065,21,6.6479997634887695,0.726798236370087,Middle East and Northern Africa,0.324489563703537,2017
Brazil,1.1073532104492199,1.43130600452423,0.437453746795654,0.16234989464282998,22,6.6350002288818395,0.6165523529052729,Latin America and Caribbean,0.11109276115894301,2017
Czech Republic,1.35268235206604,1.4338852167129499,0.49094617366790794,0.0881067588925362,23,6.60900020599365,0.754444003105164,Central and Eastern Europe,0.0368729270994663,2017
Argentina,1.18529546260834,1.44045114517212,0.49451920390129106,0.109457060694695,24,6.59899997711182,0.695137083530426,Latin America and Caribbean,0.05973988771438599,2017
Mexico,1.1531838178634601,1.2108621597290001,0.412730008363724,0.12099043279886199,25,6.57800006866455,0.709978997707367,Latin America and Caribbean,0.132774114608765,2017
Singapore,1.69227766990662,1.35381436347961,0.549840569496155,0.345965981483459,26,6.57200002670288,0.9494923949241642,Southeastern Asia,0.46430778503417997,2017
Malta,1.34327983856201,1.48841166496277,0.588767051696777,0.5747305750846861,27,6.52699995040894,0.821944236755371,Western Europe,0.153066068887711,2017
Uruguay,1.2175596952438401,1.4122278690338101,0.5793922543525699,0.175096929073334,28,6.4539999961853,0.719216823577881,Latin America and Caribbean,0.17806187272071802,2017
Guatemala,0.872001945972443,1.25558519363403,0.5313106179237371,0.283488392829895,29,6.4539999961853,0.540239989757538,Latin America and Caribbean,0.0772232785820961,2017
Panama,1.23374843597412,1.3731925487518302,0.550026834011078,0.21055693924427,30,6.4520001411438,0.706156134605408,Latin America and Caribbean,0.070983923971653,2017
France,1.43092346191406,1.38777685165405,0.470222115516663,0.129762306809425,31,6.44199991226196,0.8444658517837521,Western Europe,0.172502428293228,2017
Thailand,1.12786877155304,1.4257924556732198,0.580200731754303,0.572123110294342,32,6.4239997863769505,0.647239029407501,Southeastern Asia,0.0316127352416515,2017
Taiwan Province of China,1.4336265325546298,1.38456535339355,0.361466586589813,0.258360475301743,33,6.42199993133545,0.793984234333038,Eastern Asia,0.0638292357325554,2017
Spain,1.38439786434174,1.53209090232849,0.408781230449677,0.190133571624756,34,6.40299987792969,0.888960599899292,Western Europe,0.0709140971302986,2017
Qatar,1.8707656860351598,1.27429687976837,0.604130983352661,0.33047387003898604,35,6.375,0.7100980877876278,Middle East and Northern Africa,0.43929925560951205,2017
Colombia,1.07062232494354,1.4021829366683998,0.47748741507530196,0.14901447296142598,36,6.35699987411499,0.595027923583984,Latin America and Caribbean,0.0466687418520451,2017
Saudi Arabia,1.53062355518341,1.28667759895325,0.449750572443008,0.147616013884544,37,6.343999862670901,0.590148329734802,Middle East and Northern Africa,0.27343225479126004,2017
Trinidad and Tobago,1.36135590076447,1.3802285194397,0.518630743026733,0.32529646158218395,38,6.1680002212524405,0.5199832916259771,Latin America and Caribbean,0.00896481610834599,2017
Kuwait,1.63295245170593,1.25969874858856,0.49633759260177596,0.228289797902107,39,6.10500001907349,0.6321057081222529,Middle East and Northern Africa,0.21515955030918102,2017
Slovakia,1.32539355754852,1.5050592422485398,0.295817464590073,0.136544480919838,40,6.09800004959106,0.712732911109924,Central and Eastern Europe,0.0242108516395092,2017
Bahrain,1.4884122610092199,1.3231104612350502,0.536746919155121,0.17266848683357197,41,6.08699989318848,0.653133034706116,Middle East and Northern Africa,0.257042169570923,2017
Malaysia,1.29121541976929,1.28464603424072,0.40226498246192893,0.416608929634094,42,6.08400011062622,0.618784427642822,Southeastern Asia,0.0656007081270218,2017
Nicaragua,0.737299203872681,1.28721570968628,0.447551846504211,0.301674216985703,43,6.07100009918213,0.6530959606170649,Latin America and Caribbean,0.130687981843948,2017
Ecuador,1.00082039833069,1.2861688137054401,0.4551981985569,0.15011246502399403,44,6.00799989700317,0.685636222362518,Latin America and Caribbean,0.140134647488594,2017
El Salvador,0.9097844958305359,1.1821250915527302,0.432452529668808,0.0782579854130745,45,6.002999782562259,0.596018552780151,Latin America and Caribbean,0.0899809598922729,2017
Poland,1.29178786277771,1.44571197032928,0.520342111587524,0.158465966582298,46,5.97300004959106,0.699475347995758,Central and Eastern Europe,0.0593078061938286,2017
Uzbekistan,0.786441087722778,1.5489691495895401,0.6582486629486078,0.41598364710807795,47,5.97100019454956,0.498272627592087,Central and Eastern Europe,0.246528223156929,2017
Italy,1.3950666189193701,1.44492328166962,0.256450712680817,0.17278964817523998,48,5.96400022506714,0.8531443476676941,Western Europe,0.0280280914157629,2017
Russia,1.28177809715271,1.46928238868713,0.373783111572266,0.0522638224065304,49,5.962999820709231,0.547349333763123,Central and Eastern Europe,0.0329628810286522,2017
Belize,0.907975316047668,1.0814177989959701,0.5475093722343439,0.24001564085483604,50,5.955999851226809,0.45019176602363603,Latin America and Caribbean,0.0965810716152191,2017
Japan,1.41691517829895,1.43633782863617,0.505625545978546,0.12057276815175999,51,5.92000007629395,0.9134758710861209,Eastern Asia,0.163760736584663,2017
Lithuania,1.3145823478698702,1.47351610660553,0.234231784939766,0.010164656676352,52,5.90199995040894,0.62894994020462,Central and Eastern Europe,0.0118656428530812,2017
Algeria,1.09186446666718,1.1462174654007,0.233335807919502,0.0694366469979286,53,5.872000217437741,0.6175846457481379,Middle East and Northern Africa,0.14609611034393302,2017
Latvia,1.26074862480164,1.40471494197845,0.32570791244506797,0.153074786067009,54,5.849999904632571,0.638566970825195,Central and Eastern Europe,0.0738427266478539,2017
South Korea,1.40167844295502,1.1282744407653797,0.257921665906906,0.206674367189407,55,5.837999820709231,0.900214076042175,Eastern Asia,0.0632826685905457,2017
Moldova,0.7288706302642819,1.25182557106018,0.24072904884815197,0.20877912640571603,56,5.837999820709231,0.5894652009010309,Central and Eastern Europe,0.0100912861526012,2017
Romania,1.21768391132355,1.15009129047394,0.457003742456436,0.133519917726517,57,5.824999809265139,0.6851583123207089,Central and Eastern Europe,0.0043879006989300294,2017
Bolivia,0.833756566047668,1.2276190519332901,0.5587329268455511,0.22556072473526,58,5.82299995422363,0.47363024950027505,Latin America and Caribbean,0.0604777261614799,2017
Turkmenistan,1.1307767629623402,1.49314916133881,0.41827192902565,0.24992498755454998,59,5.82200002670288,0.437726080417633,Central and Eastern Europe,0.25927034020423895,2017
Kazakhstan,1.2845562696456898,1.3843690156936599,0.43745428323745705,0.20196442306041698,60,5.8189997673034695,0.6060415506362921,Central and Eastern Europe,0.11928288638591802,2017
North Cyprus,1.3469113111496,1.18630337715149,0.47120362520217896,0.266845703125,61,5.80999994277954,0.834647238254547,Western Europe,0.155353352427483,2017
Slovenia,1.3412059545516999,1.4525188207626298,0.572575807571411,0.242649093270302,62,5.75799989700317,0.7908282279968258,Central and Eastern Europe,0.0451289787888527,2017
Peru,1.0352252721786501,1.21877038478851,0.45000287890434293,0.126819714903831,63,5.71500015258789,0.6301661133766171,Latin America and Caribbean,0.0470490865409374,2017
Mauritius,1.1893955469131499,1.20956099033356,0.491247326135635,0.360933750867844,64,5.62900018692017,0.6380074620246889,Sub-Saharan Africa,0.0421815551817417,2017
Cyprus,1.3559380769729599,1.13136327266693,0.35511153936386103,0.271254301071167,65,5.62099981307983,0.84471470117569,Western Europe,0.0412379764020443,2017
Estonia,1.3208793401718102,1.47667109966278,0.479131430387497,0.0988908112049103,66,5.61100006103516,0.695168316364288,Central and Eastern Europe,0.18324892222881303,2017
Belarus,1.15655755996704,1.4449452161788898,0.295400261878967,0.15513750910759,67,5.5689997673034695,0.6377142667770389,Central and Eastern Europe,0.156313821673393,2017
Libya,1.1018030643463101,1.3575643301010099,0.465733230113983,0.15207366645336198,68,5.525000095367429,0.520169019699097,Middle East and Northern Africa,0.0926102101802826,2017
Turkey,1.1982743740081798,1.33775317668915,0.300740599632263,0.0466930419206619,69,5.5,0.6376056075096129,Middle East and Northern Africa,0.0996715798974037,2017
Paraguay,0.932537317276001,1.50728487968445,0.473507791757584,0.224150657653809,70,5.493000030517581,0.579250693321228,Latin America and Caribbean,0.091065913438797,2017
"Hong Kong S.A.R., China",1.55167484283447,1.26279091835022,0.490968644618988,0.374465793371201,71,5.47200012207031,0.943062424659729,Eastern Asia,0.29393374919891396,2017
Philippines,0.85769921541214,1.25391757488251,0.585214674472809,0.193513423204422,72,5.42999982833862,0.46800905466079706,Southeastern Asia,0.0993318930268288,2017
Serbia,1.06931757926941,1.2581897974014298,0.20871552824974102,0.22012588381767298,73,5.39499998092651,0.65078467130661,Central and Eastern Europe,0.0409037806093693,2017
Jordan,0.9910123944282528,1.2390888929367099,0.418421149253845,0.17217046022415197,74,5.33599996566772,0.6045900583267211,Middle East and Northern Africa,0.11980327218771002,2017
Hungary,1.2860119342803997,1.34313309192657,0.17586351931095098,0.0784016624093056,75,5.32399988174438,0.6877634525299069,Central and Eastern Europe,0.0366369374096394,2017
Jamaica,0.925579309463501,1.3682180643081698,0.474307239055634,0.23381833732128102,76,5.31099987030029,0.6410223841667181,Latin America and Caribbean,0.0552677810192108,2017
Croatia,1.22255623340607,0.9679830074310299,0.255772292613983,0.248002976179123,77,5.2930002212524405,0.701288521289825,Central and Eastern Europe,0.0431031100451946,2017
Kosovo,0.951484382152557,1.1378535032272301,0.260287940502167,0.319931447505951,78,5.27899980545044,0.541452050209045,Central and Eastern Europe,0.0574716180562973,2017
China,1.08116579055786,1.16083741188049,0.47278770804405196,0.0288068410009146,79,5.2729997634887695,0.741415500640869,Eastern Asia,0.0227942746132612,2017
Pakistan,0.7268835306167599,0.6726906895637509,0.23521526157856,0.31544601917266807,80,5.26900005340576,0.40204778313636796,Southern Asia,0.12434806674718901,2017
Indonesia,0.995538592338562,1.2744446992874099,0.443323463201523,0.611704587936401,81,5.26200008392334,0.49234572052955605,Southeastern Asia,0.0153171354904771,2017
Venezuela,1.12843120098114,1.43133759498596,0.15399712324142498,0.0650196298956871,82,5.25,0.617144227027893,Latin America and Caribbean,0.0644911229610443,2017
Montenegro,1.12112903594971,1.23837649822235,0.194989055395126,0.197911024093628,83,5.23699998855591,0.6674646735191351,Central and Eastern Europe,0.0881741940975189,2017
Morocco,0.8781145811080929,0.774864435195923,0.408158332109451,0.0322099551558495,84,5.2350001335144,0.59771066904068,Middle East and Northern Africa,0.0877631828188896,2017
Azerbaijan,1.1536017656326298,1.15240025520325,0.39815583825111406,0.0452693402767181,85,5.234000205993651,0.5407757759094239,Central and Eastern Europe,0.180987507104874,2017
Dominican Republic,1.07937383651733,1.4024167060852097,0.55258983373642,0.186967849731445,86,5.230000019073491,0.574873745441437,Latin America and Caribbean,0.113945253193378,2017
Greece,1.28948748111725,1.23941457271576,0.0957312509417534,0.0,87,5.2270002365112305,0.8101989030838009,Western Europe,0.043289776891470004,2017
Lebanon,1.07498753070831,1.1296242475509601,0.28851598501205394,0.26445075869560203,88,5.22499990463257,0.7350810766220089,Middle East and Northern Africa,0.037513829767704,2017
Portugal,1.3151752948761002,1.36704301834106,0.498465299606323,0.0951027125120163,89,5.19500017166138,0.795843541622162,Western Europe,0.0158694516867399,2017
Bosnia and Herzegovina,0.982409417629242,1.0693359375,0.204403176903725,0.328867495059967,90,5.18200016021729,0.705186307430267,Central and Eastern Europe,0.0,2017
Honduras,0.730573117733002,1.14394497871399,0.348079860210419,0.23618887364864302,91,5.1810002326965305,0.582569479942322,Latin America and Caribbean,0.0733454525470734,2017
Macedonia,1.06457793712616,1.20789301395416,0.325905978679657,0.25376096367836,92,5.175000190734861,0.644948184490204,Central and Eastern Europe,0.0602777935564518,2017
Somalia,0.0226431842893362,0.7211513519287109,0.602126955986023,0.291631311178207,93,5.151000022888179,0.11398913711309401,Sub-Saharan Africa,0.28241032361984303,2017
Vietnam,0.7885475754737851,1.27749133110046,0.571055591106415,0.23496805131435397,94,5.07399988174438,0.6521689891815191,Southeastern Asia,0.0876332372426987,2017
Nigeria,0.783756256103516,1.21577048301697,0.394952565431595,0.23094719648361198,95,5.07399988174438,0.0569157302379608,Sub-Saharan Africa,0.0261215660721064,2017
Tajikistan,0.524713635444641,1.27146327495575,0.47156670689582797,0.24899764358997303,96,5.04099988937378,0.5292351245880129,Central and Eastern Europe,0.14637714624404902,2017
Bhutan,0.885416388511658,1.3401265144348102,0.5015376806259161,0.474054545164108,97,5.01100015640259,0.495879292488098,Southern Asia,0.17338038980960802,2017
Kyrgyzstan,0.5962200760841371,1.39423859119415,0.454943388700485,0.42858037352562,98,5.0040001869201705,0.553457796573639,Central and Eastern Europe,0.0394391790032387,2017
Nepal,0.479820191860199,1.17928326129913,0.44030594825744607,0.39409616589546204,99,4.961999893188481,0.504130780696869,Southern Asia,0.0729755461215973,2017
Mongolia,1.0272358655929599,1.4930112361908001,0.39414396882057207,0.338464230298996,100,4.95499992370605,0.557783484458923,Eastern Asia,0.0329022891819477,2017
South Africa,1.05469870567322,1.38478863239288,0.479246735572815,0.13936237990856198,101,4.8289999961853,0.18708007037639604,Sub-Saharan Africa,0.0725094974040985,2017
Tunisia,1.00726580619812,0.8683514595031742,0.289680689573288,0.0496933571994305,102,4.80499982833862,0.613212049007416,Middle East and Northern Africa,0.0867231488227844,2017
